Station,Show,Snippet
BBCNEWS,BBC News at Ten,environment polici said doesnt believ carbon dioxid primari caus global warm view that odd scientif evid scott pruitt also describ pari climat accord aim reduc greenhous ga
BBCNEWS,BBC News,trump administr come surpris scott pruitt wellknown climat chang sceptic precis got job jawdrop moment hear head environ protect agenc say unconvinc carbon dioxid primari contributor global warm
BBCNEWS,BBC News,precis got job jawdrop moment hear head environ protect agenc say unconvinc carbon dioxid primari contributor global warm
BBCNEWS,Breakfast,promin voic within commun say didnt happen mike cartright bbc news presid trump sign new execut order rip measur put place barack obama curb global warm
BBCNEWS,100 Days,greenhous ga emiss bad deal speak news channel cnbc mr pruitt also said doesnt agre carbon dioxid primari contributor global warm christian relationship mr
BBCNEWS,BBC News,gender one theme exhibit also explor impact web imageri percept refuge social justic climat chang
BBCNEWS,BBC News,criticis say he convinc carbon dioxid major caus global warm scott pruitt known climat chang sceptic accus ignor decad evid time hardtalk
BBCNEWS,Asia Business Report,administr polici aim curb greenhous ga emiss climat chang well well set face oil shortag higher price consumpt rate arent kept
BBCNEWS,BBC News,effect project fear work effect project fear work make separ pain possibl succeed think presid trump sign new execut order revers mani barack obama effort limit global warm
BBCNEWS,100 Days,end centuri america new commanderinchief climat chang denier socal presid think hoax chines hoax mean cant believ live right middl climat chang everi day
BBCNEWS,Outside Source,oper want turn congress vote tuesday repeal law mean us internet servic yesterday donald trump revers us polici aim slow climat chang also week china reiter commit pari climat chang accord
BBCNEWS,100 Days,bama polici carbon emiss bring back mine job key presid bama said introduc regul curb america relianc coal cut concern climat chang govern dismiss attitud toward global
BBCNEWS,Newsday,presid way constitut work someth stephen thank look day news new head us environment protect agenc scott pruitt say doesnt believ carbon dioxid primari caus global warm
BBCNEWS,Outside Source,simon gompertz bbc news southendonsea live bbc newsroom lead stori concern donald trump sign order run back presid obama climat chang
BBCNEWS,Breakfast,clear lot chang see due emiss carbon dioxid greenhous gase warm planet peopl risk climat chang scientist say dozen home swept away china wettest
BBCNEWS,100 Days,hope rais peopl might one day feel that realli happen distract truli modernis american industri devast setback fight climat chang
BBCNEWS,BBC News,contribut global warn join us floor new york stock exchang busi correspond michel fleuri know presid trump vocal climat chang
BBCNEWS,BBC News,here north america correspond nick bryant washington one moment trump administr come surpris scott pruitt wellknown climat chang sceptic
BBCNEWS,100 Days,probabl back tune presid bama climat plan perhap democrat obvious part theyv never realli embrac climat chang
BBCNEWS,BBC News at Six,dioxid primari caus global warm posit that odd scientif evid interview american news channel scott pruitt said analysi need also describ pari climat accord seek reduc greenhous ga emiss bad deal health secretaryjeremi hunt
BBCNEWS,BBC News,caus global warm view goe overwhelm bodi scientif evid research around world scott pruitt former attorney gener oklahoma who frequent su environment protect agenc past also describ pari climat accord reduc greenhous ga emiss bad deal
BBCNEWS,Breakfast,clock go forward tonight mean hour less bed back thank chri build around world plung dark tonight rais awar climat chang
BBCNEWS,BBC News,britain prime minist sign letter kickstart uk departur european union itll deliv brussel wednesday presid trump sign order scrap us plan combat climat chang
BBCNEWS,Westminster Terror Attack - Panorama,around globe im rege ahmad top stori brexit begin britain prime minist sign letter kickstart uk departur european union presid trump scrap us plan combat climat chang
BBCNEWS,BBC News,pauladam bbc news chio light go around globe earth hour landmark like brandenburg gate germani plung dark sixti minut draw attent climat chang
BBCNEWS,Newsday,queensland prime minist malcolm turnbul say militari helicopt ship sent deliv aid north countri presid donald trump sign order roll back barack obama plan curb climat chang
BBCNEWS,BBC News,parti think leav ukip carswel prompt mayb peopl conserv parti still believ market free trade believ tackl climat chang
BBCNEWS,Thursday in Parliament,caus global warm scott pruitt known climat chang sceptic accus ignor decad evid insist analysi time look back day parliament
BBCNEWS,HARDtalk,criticis say he convinc carbon dioxid major caus global warm scott pruitt known climat chang sceptic accus ignor decad evid time hardtalk
BBCNEWS,Outside Source,introduc regul curb relianc coal concern climat chang govern dismiss toward global warm someth alarm environmentalist promis reopen coal mine
BBCNEWS,Outside Source,warm see might say there tremend disagr mayb talk conserv us much listen scientist go agenc websit come across human activ contribut climat chang primarili
BBCNEWS,BBC News,warm welcom bbc news broadcast viewer north america around globe im rege ahmad top stori brexit begin britain prime minist sign letter kickstart uk departur european union presid trump scrap us plan combat climat chang
BBCNEWS,100 Days,miami rank second term properti asset risk global warm water level rise nearli ten time averag worldwid rate polit climat chang clearcut scienc
BBCNEWS,Breakfast,anger environment campaign scrap measur put place barack bama curb global warm n campaign trail repeatedli promis support call industri say climat chang hoax call industri join us
BBCNEWS,100 Days,pruitt environment protect alway interest su agenc sever time tri run bigger question happen climat chang agreement trump administr look white hous fairli clear climat
BBCNEWS,BBC News,part la vega boulevard close shoot left one person dead anoth one hospit light go around globe earth hour landmark like brandenburg gate germani plung dark sixti minut draw attent climat chang
BBCNEWS,BBC News,massachusett oregon join suit new head us environment protect agenc criticis say he convinc carbon dioxid major caus global warm scott pruitt known climat chang sceptic accus ignor decad evid insist
BBCNEWS,Outside Source,let look main stori bbc newsroom america expand presenc syria send extra marin support local militia tri drive islam state group raqqa new head us environment protect agenc claim carbon dioxid emiss major factor climat chang
BBCNEWS,Newsday,scott pruitt wellknown climat chang sceptic jawdrop moment hear head environ protect agenc america say unconvinc carbon dioxid contribut global warm fli face mainstream scienc slam environment group also contradict
BBCNEWS,Outside Source,hello im ro atkin outsid sourc let look main stori bbc newsroom america expand presenc syria send extra marin support local militia tri drive islam state group raqqa new head us environment protect agenc claim carbon dioxid emiss major factor climat chang
BBCNEWS,Breakfast,there lot unwant coal also direct environment protect agenc bama regul greenhous ga emiss issuei greenhous ga emiss issu also like end
BBCNEWS,BBC News at Ten,trump administr come surpris scott pruitt climat chang sceptic got job mani jawdrop moment hear head environment protect agenc say he convinc carbon dioxid contributor global warm fli face mainstream scienc slam environment group contradict agenc
BBCNEWS,Breakfast,unlik us make target rollback donald trump propos notjust epa regul greenhous gase he talk roll back effici standard american car applianc
