Station,Show,Snippet
CNN,New Day,page come global warm underli premis accord read begin accord document mutual recognit everybodi except syria us global warm greenhous
CNN,CNN Newsroom With Fredricka Whitfield,presid trump still believ climat chang hoax presid trump believ elect grow economi due respect answer question presid still believ climat chang global
CNN,CNN Special Program,fact twitter feed give clear window stand issu there januari record cold countri world need global warm februari climat chang global warm
CNN,CNN Newsroom Live,septemb believ temperatur earth increas would believ visavi global climat chang first im believ global warm manmad global warm
CNN,New Day,warm climat chang here call hoax say massiv record set snowstorm freez temperatur us smart global warm hoaxster chang name climat chang
CNN,CNN Tonight With Don Lemon,modern era absurd know get sens commun presid stone wall tactic presid believ climat chang global
CNN,CNN Newsroom Live,flood occur frequenc mean know thing know scientist world peer review studi document human input greenhous gase
CNN,Early Start with Christine Romans and Dave Briggs,countri around world go look chines come stick agreement far will go fight climat chang countri follow china exampl china biggest greenhous ga emitt biggest
CNN,Anderson Cooper 360,donald think climat chang hoax perpetr say report look presid trump twitter feed see say concept global warm
CNN,Situation Room With Wolf Blitzer,trump preclaim climat chang hoax shift rhetor thursday someon care deepli environ insist decis driven econom factor rather view global warm
CNN,CNN Newsroom Live,around climat question presid trump still believ climat chang hoax report presid trump believ elect grow us economi provid great job opportun presid still believ global warm
CNN,CNN Tonight With Don Lemon,global warm think sign tigss lot fun money make industri okay hoax lot tweet skeptic climat chang
CNN,New Day,temperatur rise celsiu larg symbol control temperatur world may situat nation got set goal presid obama us pledg lower greenhous ga
CNN,Fareed Zakaria GPS,copay world segment hear lot enorm threat come terror global warm
CNN,CNN Newsroom With Fredricka Whitfield,manufactur non competit score tweet topic januari record cold countri world hell global warm
CNN,CNN Tonight With Don Lemon,presid said climat chang past well talk believ global
CNN,Inside Politics,democrat think climat chang real republican think real stay go come pari climat chang deal
CNN,Anderson Cooper 360,said repeatedli pari climat deal believ much environ peopl shock cancel deal committe compet includ global warm
CNN,Erin Burnett OutFront,everybodi treat equal im focus like laser make sure right thank much come pleasur global warm
CNN,CNN Newsroom Live,worker dont put america first alway report head epa took jab describ climat exagger word use global warm
CNN,The Lead With Jake Tapper,pari agreement take aggress action climat chang backlash grow even white hous offici still refus say whether presid view climat chang real
CNN,New Day Saturday,global climat chang im believ global warm im believ manmad global warm said presid obama said global warm biggest problem big problem may global warm problem
CNN,Wolf,cnn come steve bannon front center presid announc climat chang ivanka trump jare kushner home plu presid believ climat chang
CNN,Inside Politics,accord elect repres citizen pittsburgh pari al gore speak go solv climat crisi
CNN,CNN Newsroom With Brooke Baldwin,year tweet statement presid climat chang hoax jake nowher mention talk point climat chang happen white hous offici appear acknowledg climat chang happen
CNN,Erin Burnett OutFront,state think need focu unit state first foremost make us great report believ climat chang real thing realli climat chang
CNN,New Day Saturday,state think need focu unit state first foremost make us great report believ climat chang real thing realli climat chang
CNN,Anderson Cooper 360,found snoep websit debunk websit check myth true five time theyv publish tweet donald trump begin one said quot concept global warm
CNN,Anderson Cooper 360,believ temperatur earth increas would believ well first im believ global warmer im believ man made global warm
CNN,CNN Tonight With Don Lemon,take far rhetor get higher higher ihigh threaten member congress point worri famili polit system becom highstak everyth global warm that go
CNN,State of the Union With Jake Tapper,well yeah think reckless think indefens undermin america stand world threaten abil human solv climat crisi
CNN,Fareed Zakaria GPS,take control ask doctor nonprescript ibgard last week presid trump decid withdraw pari climat chang
CNN,CNN Newsroom With Fredricka Whitfield,manufactur fight mythic global warm china happi back donald trump sign letter busi leader call meaning effect measur control climat
CNN,Anderson Cooper 360,victori lap your hear former presid barack obama former vice presid gore nobel prize climat chang
CNN,Early Start with Christine Romans and Dave Briggs,european leader even happen presid trump made decis alreadi say hard us see see eye eye unit state view differ climat chang cours whole climat chang
CNN,Inside Politics,global climat chang agreement ask question presid believ human activ influenc global warm climat chang still believ said repeatedli earli nier li hoax
CNN,CNN Special Program,man burk swan drive seen cover know thing two weve seen thing two farmer bumpadum bumbumbumbum white hous defend presid decis pull pari accord global warm
CNN,Anderson Cooper 360,record cold countri world need global warm februari climat chang global warm dont let dollar suck wise guy chang name first name didnt work novemb let continu
